id,nombre,precio,precioCaja,descripcion,folderId,finalArtId,proveedor,codCaja,stockJson,familia,subcategoria,unidad,unidadDetalle,imagen,fecha
476,Clavija Vision Redondo 16A,6.0,0.0,,1bQU4F-UGAOB2lcXLvECnWQEX0dzchQhr,,,,"{""isCatalog"": false}",,,Unidad,,,
477,Foco LED 10W,12.0,0.0,,1bRRflejYskYMI5VNgaM9fXhNk2dXV5G-,,,,"{""isCatalog"": false}",,,Unidad,,,
478,Interruptor termomagnetico 2*50A,50.0,0.0,,1bSygjwsHBL1_EXaDVQJYQXezKoplAFiN,,,,"{""isCatalog"": false}",,,Unidad,,,
479,Chicotillo; Medida 1/2 x 1/2 x 50 cm; Conector H-M. Material Metálico. Tipo flexible.,30.0,0.0,,1BUq1QxhFhgbh8ot2BeW67RRR8J-gAS-A,,,,"{""isCatalog"": false}",,,Unidad,,,
480,Placas tomacorrientes de 3 tomas marca MR Three,35.0,0.0,,1bUwpY5v3-oZEeGyBpqVcG8eADWHpoH6M,,,,"{""isCatalog"": false}",,,Unidad,,,
481,Tubo fluorescente de 20W,20.0,0.0,,1buzBIFXXW6NsabZhDywG96X6iTN053hn,,,,"{""isCatalog"": false}",,,Unidad,,,
482,Panel LED circular sin borde 18W,50.0,0.0,,1BV7cJJ7OwxUXVGwz633BUScuppwpMM_H,,,,"{""isCatalog"": false}",,,Unidad,,,
483,Tubo LED de 10W (60cm),16.0,0.0,,1bvd8RLCmVe1q799DeLygd8ggeQOHwTlQ,,,,"{""isCatalog"": false}",,,Unidad,,,
484,Cable eléctrico (#14) 7 hilos,295.0,0.0,Cable eléctrico (#14) 7 hilos,1BwvQ3o68KGgX8muA8CiORce36G6-_f2g,,,,"{""isCatalog"": false}",Electricidad,Cables,Unidad,,,
485,Panel LED 60*60cm empotrable,195.0,0.0,,1BXihlTkTV0PMWIOvbFUd9SHIYnX8M1nv,,,,"{""isCatalog"": false}",,,Unidad,,,
486,Cable HDMI 10 metros,142.0,0.0,,1byHbbkplYnAzHiQs4IS6CxZwudORHqZQ,,Novaled,,"{""isCatalog"":false,""general"":2}",,,Unidad,,,2026-07-06
487,Cortapico Forza (90cm de  cable),40.0,0.0,,1bzgy5cZlzRewbtkbnHtuNRPql_fMew1x,,,,"{""isCatalog"": false}",,,Unidad,,,
488,Reactancia pra PL 26W ELT o su equivalente,30.0,0.0,,1bZLtaKuKc1KwNp_bXOnR8XK9xcBOzTId,,,,"{""isCatalog"": false}",,,Unidad,,,
489,Sockets para foco colgante,6.0,0.0,"Material PVC
Marca Peruana",1c_3m8EUj249b6idB8_eNI1V4vt2ewd23,,,,"{""isCatalog"": false}",,,Unidad,,,
490,Cable 7 hilos #10 (rollo de 100 mts) TIGRE,1080.0,0.0,,1C_a0m-rLb6M3gvLGgsriT0OPjm3ShrEg,,,,"{""isCatalog"": false}",,,Unidad,,,
491,Chapa lateral,35.0,0.0,,1c-keg330MtEASebZxII5_hR1rB_ZOQ5M,,,,"{""isCatalog"": false}",,,Unidad,,,
492,Panel LED 60*60 48W p/empotrar Luz Blanca,180.0,0.0,,1c-OjlIbLkFt0FA07t-O7cCUdsYZZY80I,,,,"{""isCatalog"": false}",,,Unidad,,,
493,Rollo alambre #12 cobre puro,1160.0,0.0,,1C0YthQzQLheA9mUhClnm9HJD_AnRuUJq,,,,"{""isCatalog"": false}",,,Unidad,,,
494,"Maskin 2"" pulgadas",19.0,0.0,,1c17fbQjrO62wBmwE5dYHj7lXeoQHVKmM,,,,"{""isCatalog"": false}",,,Unidad,,,
495,Cable 12 metro,3.0,0.0,,1c2qdPiYaBJk9UDNPW38jucJEo7NHiToG,,,,"{""isCatalog"": false}",,,Unidad,,,
496,Guirnalda de 10 metros (de 20 soquets),240.0,0.0,,1c4MuN0gpVJt81lOhND7NmeFGvHXV3LWW,,,,"{""isCatalog"": false}",,,Unidad,,,
497,"Focos LED: Ahorradores de 25 Watts, Luz blanca, Bombilla, Marca Fideli",27.0,0.0,,1c5Auauyj26pSeTuT23-bvONvldIfI_Hw,,,,,,,Unidad,,,
498,Foco de 22W,28.0,0.0,,1c5mncri7H2jb89zkI7Q5Cnwgk2LOmdYq,,,,"{""isCatalog"": false}",,,Unidad,,,
499,Spot para riel LED 20W Negro Luz Calida,85.0,0.0,,1C6uJLPrSRNVpKGM0IVFocCMTFZgJikUf,,,,"{""isCatalog"": false}",,,Unidad,,,
500,Tomacorriente sobrepuesto doble nema 20Amp,45.0,0.0,,1C7XZKEG4-nQcYdwLHVetVgHJZB1fqRZq,,,,"{""isCatalog"": false}",,,Unidad,,,
501,Tomacorriente mixto (Shucko y tomacorriente) de 16A,75.0,0.0,,1C8FV4T9Tu3SZ_AxLUpwoiK07rjSzN2Yt,,,,"{""isCatalog"": false}",,,Unidad,,,
502,Chapa Cantol Super Blindada 700,490.0,0.0,,1CAS0A3IqdDO423tk8d8LnK37BD-wA_JS,,,,"{""isCatalog"": false}",,,Unidad,,,
503,Riel porta teclado metal c/llantitas de 50cm,65.0,0.0,,1CaSMRwUr8bQdM2C-ILwz1e6xxnemtlJV,,,,"{""isCatalog"": false}",,,Unidad,,,
504,"Reflector LED con sensor de movimiento, protección IP66 para interperie/exterior",220.0,0.0,,1cbmsi5FSZq7XTMpAuyfNO8t71NE0ILLa,,,,"{""isCatalog"": false}",,,Unidad,,,
505,Cableducto simple 20*10,8.0,0.0,,1cBtIglvqX6t2NkwvUw30AGDRfvVt1I3P,,,,"{""isCatalog"": false}",,,Unidad,,,
506,"Regleta 6  salidas nema universal, 2200W",39.0,0.0,,1CbVlW717K7pO0XyVKhpzVuH-u76u6iQD,,,,"{""isCatalog"": false}",,,Unidad,,,
507,Cinta Aislante de 20 Yardas,20.0,0.0,,1cEYQGwgsBniRbLS0yLeTAmWbtT75bJDC,,,,"{""isCatalog"": false}",Material Eléctrico,Accesorios,Unidad,,,
508,Cableducto 15*25,25.0,0.0,,1cfo5URxkEetKAz_rLk9lrmBivA0wVJmH,,,,"{""isCatalog"": false}",,,Unidad,,,
509,CLAVIJA TIPO NEMA DE 15A,15.0,0.0,,1cGabeuF-ZLsaueDkriO4ZfRYJrOzCIpv,,,,"{""isCatalog"": false}",,,Unidad,,,
510,"Disco de copa de 4""",32.0,0.0,,1cgJI8QwYTsKwSmwmWv18GvY22XekYVgL,,,,"{""isCatalog"": false}",,,Unidad,,,
511,Fotocélula electrónica MG,80.0,0.0,,1CgX9o6jr6WDef1U80kuaXSaP68Dny9_7,,,,"{""isCatalog"": false}",,,Unidad,,,
512,Canoa para tubo LED de 120cm,20.0,0.0,,1CHE11BMIQwo9b3xsZWyrxawVs8filugW,,,,"{""isCatalog"": false}",,,Unidad,,,
513,"Foco LED, TIPO PANEL, COLOR BLANCO, TENSION 220V 24W, REDONDO",80.0,0.0,,1cHVbFGtBe5TrGaR1X00CIk5eDv7jD0xd,,,,"{""isCatalog"": false}",,,Unidad,,,
514,Cinta aislante blanco grande,20.0,0.0,,1CHwpxlyElRObeDx5ET4sNDddvVwyPtb0,,,,"{""isCatalog"": false}",,,Unidad,,,
515,Panel LED 30x30 sobreponer,115.0,0.0,,1cI06KZu698Hu_8CEEqUoLlBWfBnmMMFc,,,,"{""isCatalog"": false}",,,Unidad,,,
516,Cable bipolar N°14 Tigre (rollo de 100 metros),1200.0,0.0,,1Ci8KoYfKJnKsQi4zb25aV-rMef4fCfkr,,,,"{""isCatalog"": false}",,,Unidad,,,
517,Enchufe de 3 salidas con toma tierra Nema,65.0,0.0,,1CIDsn5Biv600DcrXxY3xee21zWIzvomm,,,,"{""isCatalog"": false}",,,Unidad,,,
518,Llantitas de plástico para sillones,75.0,0.0,,1CIJdhMW5dZ461lEWNzdzEtMU6HjAy16x,,,,"{""isCatalog"": false}",,,Unidad,,,
519,Grifo de lavaplatos con cuello de cisne de acero inoxidable,135.0,0.0,,1cIxVceP_LnuQ4RAk8P5uscKm-vCXs1gW,,,,"{""isCatalog"": false}",,,Unidad,,,
520,Cable 10 cordón marca Tigre,1550.0,0.0,,1cJfzSxyhMUgPz9_G65OysZ6J3cViDhNC,,,,"{""isCatalog"": false}",,,Unidad,,,
521,"Barniz, Tarro de 3.5 littros",380.0,0.0,,1CkkVQs2kz5LWidZUYwFKrHDb_TAnNA-t,,,,"{""isCatalog"": false}",,,Unidad,,,
522,Cable cordón N°12 (rollo 100 metros),1650.0,0.0,,1ClkNsNA7w7AHsj-KAXdi8SyrSMQn8LL7,,,,"{""isCatalog"": false}",,,Unidad,,,
523,Tapa Ciega Redonda,2.0,0.0,Tapa ciega redonda plástica,1CmC3PSUotGrgimgdOIWWmMko6IZMQ-Um,,,,"{""isCatalog"": false}",,,Unidad,,,
524,Tasa/inodoro con tanque alto,360.0,0.0,Tasa/inodoro con tanque alto. Industria Nacional.,1CmLkkZN1IFzDR_BdEiHK-MYjy0g2FJLs,,,,"{""isCatalog"": false}",,,Unidad,,,
525,Interruptor termomagnetico/térmico bipolar de 63,65.0,0.0,,1cMncJ13JqsH2Sk4K5lAQ-OeBGOpHptO4,,,,"{""isCatalog"": false}",,,Unidad,,,
526,Perfil de Aluminio (barra de 3 metros),68.0,0.0,,1CNn1DWRr9uJIKTXoSxmBb-yhqQUfUDFU,,,,"{""isCatalog"": false}",,,Unidad,,,
527,Batería de baño completa,295.0,0.0,,1cnWr-A0w-8ifGYpW1wm7_0s8KGiOimsD,,,,"{""isCatalog"": false}",,,Unidad,,,
528,FOCOS AHORRADORES DE 12W,15.0,0.0,,1cO430VxiuUGhnA5gmLz8a4UvCT9cIiZ_,,,,"{""isCatalog"": false}",,,Unidad,,,
529,Tubo LED 120cm luz blanca,25.0,0.0,,1Co4LGOZcf9S6koYRkCXca9wPE9r9gYkj,,Novaled,,"{""isCatalog"":false,""general"":50}",,,Unidad,,,2026-07-24
530,Grifo de lavamanos,90.0,0.0,,1CpAWDR3IJ29qPXZ9-bkNRbwjVm8HJZaV,,,,"{""isCatalog"": false}",,,Unidad,,,
531,Placa tomacorriente doble blanco,35.0,0.0,,1Cqao_Jr3zeSzWjkdIXUhtWbMfctlEsmv,,,,"{""isCatalog"": false}",,,Unidad,,,
532,"Volandas 1/4 x 2"" (150 unidades)",65.0,0.0,,1cRAOLJ0WYsz7YWUFoP1HoxQ1UmWuoiWL,,,,"{""isCatalog"": false}",,,Unidad,,,
533,Disco de corte N° 5 para madera,25.0,0.0,,1CRYKJHwBGDWjxWambr4RZ42xiRCUJYNP,,,,"{""isCatalog"": false}",,,Unidad,,,
534,Cinta LED secuencial SMART 5 metros,200.0,0.0,,1CsmXPO_Mu5xojsI7NOwlq8YEX1V-IVJI,,,,"{""isCatalog"": false}",,,Unidad,,,
535,Silicona en aerosol de brillo para autos 360ml,40.0,0.0,,1Ctax7FqQKYVfamF5zvnOL_duCbu3JEor,,,,"{""isCatalog"": false}",,,Unidad,,,
536,Luminaria pública LED 50W,450.0,0.0,,1cTG_q_OiJlehNMKo-GZrnJkeTrIinsU2,,,,"{""isCatalog"": false}",,,Unidad,,,
537,Tomacorriente doble para pared,38.0,0.0,,1CtGGzU-W6IRi7qyDS997R9k_3ckoBDjw,,,,"{""isCatalog"": false}",,,Unidad,,,
538,Cordon bipolar blanco #2X16 (rollo de 100 metros) marca Tigre,590.0,0.0,,1cTPK4pSOADx1NqqeXnbgv7JLpPZm9ahE,,,,"{""isCatalog"": false}",,,Unidad,,,
539,Placa shucko,35.0,0.0,,1CUfzvA3J77O6H6-PQLlGGNUdCDsWeqzb,,,,"{""isCatalog"": false}",,,Unidad,,,
540,TERMICO TRIPOLAR: 3 x 32 AMPERIOS,620.0,0.0,,1cVJIknczxritKd8ykH-gPASI6yDOmQQB,,,,"{""isCatalog"": false}",,,Unidad,,,
541,Masa Plástica con catalizador brasilero (tarro),79.0,0.0,,1cvy8AoRg2otpb3OFScS1AX4LdlEhnCZ2,,,,"{""isCatalog"": false}",,,Unidad,,,
542,Clavija eléctrica,15.0,0.0,,1cWe1vfLSfwBQY0g0VhjJf1YKS96yIBif,,,,"{""isCatalog"": false}",,,Unidad,,,
543,Panel sobreponer de 18W Lentelux Brasilero de 26W,40.0,0.0,,1CZHOaOt1c6T_oWRaGigSlx5RyC3T5dHy,,,,"{""isCatalog"": false}",,,Unidad,,,
544,Cable N°14 de 7 hilos,380.0,0.0,,1CzlpGYc4LXZxyvrw_Y1tUq9jvZwDZs8l,,,,"{""isCatalog"": false}",,,Unidad,,,
545,Cable cordón Nro 14 de cobre (rollo de 100 metros),1740.0,0.0,,1czyzG2nKWAMSsrwgkMaX96I4fozs3l2O,,,,"{""isCatalog"": false}",,,Unidad,,,
546,Tubo LED blanco 120cm,25.0,0.0,,1d_0V8AqSPlJN3Cko2a37DP2AcxM99nmg,,,,"{""isCatalog"": false}",,,Unidad,,,
547,Cortapico 6 tomas FORZA,65.0,0.0,,1d-4BXrhbarnDezdIzfYDo3E_DqHF1usi,,,,"{""isCatalog"": false}",,,Unidad,,,
548,Cableducto 15*10,7.0,0.0,,1D2c3wZGm6SoyqImltU9c8kLF_e4BpdbY,,,,"{""isCatalog"": false}",,,Unidad,,,
549,Cable 7*12 tigre,795.0,0.0,,1d2Pl1N7Ir3M28R0Y9I7Y0Khxv3cTSuJ3,,,,"{""isCatalog"": false}",,,Unidad,,,
550,Extensor universal de corriente de 5 metros 220V ULTRA,3.0,0.0,,1d2S8zRX7iNG2Naw5vz-EqrJ1gANzj3Nj,,,,"{""isCatalog"": false}",,,Unidad,,,
551,Clavija Shucko 16Amp marca Songrui,22.0,0.0,,1d3opxkUmfFSolUPf9BmpUsAxCO-YzD8j,,,,"{""isCatalog"": false}",,,Unidad,,,
552,Cable de cobre 7 hilos N° 12 Marca Tigre,585.0,0.0,,1d8jyVbuuHK7Oyq5j05qPfaRBb3a1tXPx,,,,"{""isCatalog"": false}",,,Unidad,,,
553,Tubo LED de 20W de 1.2m,20.0,0.0,,1dAqwz5eHSkFgFervppsj4LsNVKgnHBAf,,,,"{""isCatalog"": false}",,,Unidad,,,
554,Pabtalla cuadra 60x60,180.0,0.0,,1DBJmSddPtody9JvbE_d-xWoPWzHvTcEE,,,,"{""isCatalog"": false}",,,Unidad,,,
555,Caja térmica bipolar,35.0,0.0,,1dD9Q5LLfTd8K_qHKaEhJOZUspjLRs67w,,,,"{""isCatalog"": false}",,,Unidad,,,
556,Lámpara PL 26W,30.0,0.0,,1dDeNoyG2lMVGtTjL0jSw_ps_DhNbWU7b,,,,"{""isCatalog"": false}",,,Unidad,,,
557,Electrodo 3.25 (kilo),80.0,0.0,,1dDoJHO8x21PO7RytlI06H1QBF99GbPNH,,,,"{""isCatalog"": false}",,,Unidad,,,
558,Tomacorriente Nema en L de 15 Amp,30.0,0.0,,1DE4aFarhAhujqfmbwyVYIoMLg6tkKFK8,,,,"{""isCatalog"": false}",,,Unidad,,,
559,Tomacorriente triple 25Amp,45.0,0.0,,1DEVssWKsXENuaGGXgXD9swJqTYVauNix,,,,"{""isCatalog"": false}",,,Unidad,,,
560,Tubo LED amarillo/cálido 120cm,29.0,0.0,,1DF-Yznt8HpxiwEwgTvuK9FP1bYr2yqSc,,,,"{""isCatalog"": false}",,,Unidad,,,
561,Rollo cable N°14 de 7 hilos (diferentes colores),850.0,0.0,,1df7he-jophBTA-_MFPeVkGJf07j8Khbq,,,,"{""isCatalog"": false}",,,Unidad,,,
562,Tomacorriente doble Nema Mr Three,40.0,0.0,,1DFRTUVqdMkCp-wTX-o5_JiZJ6Oo3Q8_3,,,,"{""isCatalog"": false}",,,Unidad,,,
563,"Linterna LED recargable, tipo minero 90Lm",245.0,0.0,,1dGEyPJGaXNB4fp2f9YUnohLhdUVBMJw_,,,,"{""isCatalog"": false}",,,Unidad,,,
564,"Cinta aislante de 20Y, 3M",20.0,0.0,,1DHBcM9HXQ0fx5AEvMeyZwIBO1I03zutp,,,,"{""isCatalog"": false}",,,Unidad,,,
565,Térmico bipolar 40A,45.0,0.0,,1dIAHRGOfoIMCcsZspeXzR09GIn1__wLN,,,,"{""isCatalog"": false}",,,Unidad,,,
566,Toma nema doble sobrepuesto,40.0,0.0,,1DmhbhqNatRsQNxEQ8Doay_z0x6B_FsXn,,,,"{""isCatalog"": false}",,,Unidad,,,
567,Tubo Verman 5/8,6.0,0.0,,1dokbB7g2KVDI2TYN0cDSAs8bnNjfQ9jc,,,,"{""isCatalog"": false}",,,Unidad,,,
568,Spot LED direccional para riel carcasa blanca Luz Cálida 30W,115.0,0.0,,1dpdNIRzXvvgvHGMAjWTW14-P6MaPVG3l,,,,"{""isCatalog"": false}",,,Unidad,,,
569,"Tijera corta lata 10""",1.0,0.0,,1dpP4cqclHZGRRvyRu8LAcxLs4Ly-MR7z,,,,"{""isCatalog"": false}",,,Unidad,,,
570,Soquet Baquelita,4.5,0.0,,1dpwULyBU3FS0X51g7ReIsofL5-4OXU-H,,,,"{""isCatalog"": false}",,,Unidad,,,
571,Foco LED 10W luz blanca,15.0,0.0,,1dQKevGjTTm3_i4MC1DVnSokOHmvSvaOI,,,,"{""isCatalog"": false}",,,Unidad,,,
572,Engrapadora para madera neumática TRUPER,780.0,0.0,,1DR7b_uvg4RiHfGlcEAkWBx8deYTmnrOS,,,,"{""isCatalog"": false}",,,Unidad,,,
573,Clavijas marca Tramontina,12.0,0.0,,1dRtIYTDDN3U8lIiBuGtL5iBbpoZLgNzY,,,,"{""isCatalog"": false}",,,Unidad,,,
574,Cable eléctrico de 7 hilos  N°12 (Rollo de 100M),986.0,0.0,,1Drva-q4mt4noUVih7ACnUZmPEPe7U5bJ,,,,"{""isCatalog"": false}",,,Unidad,,,
575,Cable cordón bipolar # 16TIGRE (rollo de 100 metros),870.0,0.0,,1DtGU-1K9SDx7vW3ISkkI-V7DyR_2Gzyh,,,,"{""isCatalog"": false}",,,Unidad,,,
576,Reflector LED luz blanca 400W 220V,1660.0,0.0,,1DTlCjZ8W20COAlzMQHMVy6ZpzLnRXPYI,,,,"{""isCatalog"": false}",,,Unidad,,,
577,Reflector LED 150W IP66 28*34CM,350.0,0.0,,1dtMlhS5UdZNLvy9sEZ4r9sVT4djXRc_h,,,,"{""isCatalog"": false}",,,Unidad,,,
578,Spot LED de riel 20W,80.0,0.0,,1DTrWUGDAkrVc8L4HWbR1P7_GQb2xmNph,,,,"{""isCatalog"": false}",,,Unidad,,,
579,Tomacorriente doble de primera con base metálica,35.0,0.0,,1Ducd3ChvH8fnRFJMD2ziJcV1PFY2JdFs,,,,"{""isCatalog"": false}",,,Unidad,,,
580,Spliter para cable RG6 de una a dos salidas,25.0,0.0,,1dUuJGToljP1u0Y73FHTo56XvM7hVCEkA,,,,"{""isCatalog"": false}",,,Unidad,,,
581,Regleta de tres tomas,18.0,0.0,,1DwEm4X4EqXZg3kUFDFkdcgr7JPFz3c4F,,,,"{""isCatalog"": false}",,,Unidad,,,
582,Tubo LED 20 W,25.0,0.0,,1dwpeqmAqjxjWDDI17WXuUvtYj3OnbgNB,,,,"{""isCatalog"": false}",,,Unidad,,,
583,GRIFO TERMINALES DE PARED FV,115.0,0.0,,1DWT2sZipNaXGaqly_t9dvD5RwzekFzWK,,,,"{""isCatalog"": false}",,,Unidad,,,
584,Regleta de energia 4 entradas,25.0,0.0,,1DXePOFQKPx0K6ymos3kXUhsSAuGHTTFX,,,,"{""isCatalog"": false}",,,Unidad,,,
585,Reflector LED 50W CUBULL,180.0,0.0,,1dxSZeZggiV_lNt7qigZdM1oUgQkz6uH-,,,,"{""isCatalog"": false}",,,Unidad,,,
586,Barra de cableducto 25*16,18.0,0.0,,1dXViLgI0-bKRn8nU-FFnxmBkABSw8Gw2,,,,"{""isCatalog"": false}",,,Unidad,,,
587,Interruptor simple,25.0,0.0,,1Dy-aMtWJyZo3PiYrteBVlxxlyFxZy1kb,,,,"{""isCatalog"": false}",,,Unidad,,,
588,Cableducto 20mm*10mm PVC con adhesivo de 2 mts,18.0,0.0,,1dY04B8cfonvo-lYsJJYIVr8X4MKXJUNQ,,,,"{""isCatalog"": false}",,,Unidad,,,
589,Reflectores 30W luz cálida,110.0,0.0,,1DyCkESmahfYdTjBf_TuxGr-uHS9Pg3f1,,,,"{""isCatalog"": false}",,,Unidad,,,
590,Módulo Jack RJ45 categoría 6,22.0,0.0,,1DyeKIs5qyy-IiuG8ziDChi654XDf6jzJ,,,,"{""isCatalog"": false}",,,Unidad,,,
591,Cepillo #4 (hoja),85.0,0.0,,1DYpXyA3v4K3Fh2S3AZK01D79X8ZjIJZt,,,,"{""isCatalog"": false}",,,Unidad,,,
592,Cable N°12 de 7 hilos,470.0,0.0,,1DYUvQ9RJOKDSagYkDTyiu9Ez3lhTJ82K,,,,"{""isCatalog"": false}",,,Unidad,,,
593,Tomacorriente doble con caja protector,75.0,0.0,,1dZk4uLx0O50d3VvZozpqlyhwaPEMaWgl,,,,"{""isCatalog"": false}",,,Unidad,,,
594,"Panel LED redondo para empotrar, luz cálida, de 12W",34.0,0.0,,1DZoMnbFLK2rjwyUfmtQoP5q94BqOs5bH,,,,"{""isCatalog"": false}",,,Unidad,,,
595,Broca 5mm,18.0,0.0,,1dZueBAfQmzfUlYt-rIK1ltkUm7tsw40t,,,,"{""isCatalog"": false}",,,Unidad,,,
596,Regleta tipo plano redondo de 3 tomas,16.0,0.0,,1DZVk5Py6MPst7B6iD_K4OqyItf9XZLVV,,,,"{""isCatalog"": false}",,,Unidad,,,
597,Tubo LED integrado 120cm,65.0,0.0,,1E0zM36grlPD8GYF_d5xNTFOXnUohIY4y,,,,"{""isCatalog"": false}",,,Unidad,,,
598,CLAVIJA TIPO SHUCO15-20A,18.0,0.0,,1E1OqXyFOkPGRUaO3ZaR8LxqswJzCSudz,,,,"{""isCatalog"": false}",,,Unidad,,,
599,Reflector LED luz blanca 300W 220V,1100.0,0.0,,1e2cvU9tyhHoykPGs_i5GN8FqV2oPF8wS,,,,"{""isCatalog"": false}",,,Unidad,,,
600,Fuente de pantalla LED de 60W,65.0,0.0,,1E2HzOBsRzJpGaj3EjzaCHw2uvYX1R5cd,,,,"{""isCatalog"": false}",,,Unidad,,,
601,Adaptadores IDE-SATA,110.0,0.0,,1E3FCHhQ6J0P2HDwIOBQljyNqHKPZ_hpT,,,,"{""isCatalog"": false}",,,Unidad,,,
602,"Cable flexible 1x4mm2, 750V, puro cobre",4.5,0.0,,1E3mvN7Yi3ym6eoULqgrdVhV30SIG9oMs,,,,"{""isCatalog"": false}",,,Unidad,,,
603,Panel LED cuadrado sobrepuesto 60x60cm Mr Three,250.0,0.0,,1E3Th0Yr7sd-OJLpOqvPjQfQ6-Eo-lHPl,,,,"{""isCatalog"": false}",,,Unidad,,,
604,Interruptor simple sobrepuesto 10Amp,20.0,0.0,,1E5dxHjOshH_XGyi97EhWeYnDoBjNJ0-k,,,,"{""isCatalog"": false}",,,Unidad,,,
605,Soquets,8.0,0.0,,1E5e42WPpe0VIMrGb7Lshsnha12VcRzop,,,,"{""isCatalog"": false}",,,Unidad,,,
606,Cable cordon No. 2*12 tigre (metro),17.0,0.0,,1E64wipfbiT7vl4Rx_cLJ_do9_oXRDYye,,,,"{""isCatalog"": false}",,,Unidad,,,
607,Termomagnetico Bipolar de 20A,45.0,0.0,,1E7uaGqUDRYQUvWMdbdprBD0TxDqLUiwc,,,,"{""isCatalog"": false}",,,Unidad,,,
608,"Cable de cobre 7 hilos #12  marca Tigre, Blanco (Rollo 100 metros)",850.0,0.0,,1E7ZHS1V7AR9QIWDKIyiGO3F9nXU_zofL,,,,"{""isCatalog"": false}",,,Unidad,,,
609,LUMINARIA DE CUATRO FOCOS (TIPO ARAÑA),600.0,0.0,,1e8_Ib9q5PiK0__0rv9QW8zULK0eLmjaq,,,,"{""isCatalog"": false}",,,Unidad,,,
610,Luminaria pública con fotocelula de 150W luz blanca,950.0,0.0,,1E8ha_a1rngohXXUQADptNt94DhmKPre8,,,,"{""isCatalog"": false}",,,Unidad,,,
611,Breaker Trifásico 100A,0.0,0.0,,1e8zFkDjsdITpP0H2Y_UxW9RC_1AhGF_8,,,,"{""isCatalog"": false}",,,Unidad,,,
612,Cable de impresora USB,25.0,0.0,,1e9JcTP64jCotDjaLMLESEG-km94s4TVf,,,,"{""isCatalog"": false}",,,Unidad,,,
613,"Tornillo encarne 1 1/2"" (caja 1000U)",260.0,0.0,,1e9vkMOFQW6Agv9gINOsNKZeBBxwgVVBn,,,,"{""isCatalog"": false}",,,Unidad,,,
614,Extractor de aire 20*20,480.0,0.0,,1E9yj40N4RsoMJUm-a2YNZWQG2Wh7vImi,,,,"{""isCatalog"": false}",,,Unidad,,,
615,Grifo FV tipo simple,80.0,0.0,,1ea228Lj2vcxGS7i6PvvRT7cEg7wEK9LZ,,,,"{""isCatalog"": false}",,,Unidad,,,
616,CABLE CORDON N°10,1650.0,0.0,,1ECfy9dqVUkVptnwPDmK6btL3IjPhPaxH,,,,"{""isCatalog"": false}",,,Unidad,,,
617,Canoas Pantallas para foco tubo Grande,28.0,0.0,,1ed3JZrKYA45IGrF6JvAKaP7iwkO-vEF7,,,,"{""isCatalog"": false}",,,Unidad,,,
618,Cablecanal 39x19 blanco con adhesivo de 2Mts,25.0,0.0,,1ed5ewuOq89sXHAgHfhBXWIXOjlyo4mYq,,,,"{""isCatalog"": false}",,,Unidad,,,
619,Terminales tipo punta para cable 4mm2,2.5,0.0,,1ED9mrVO5uHpl4UMpJRXpjsSrDw1PlXXl,,,,"{""isCatalog"": false}",,,Unidad,,,
620,Almir,1.0,0.0,"asdasd
Watts: 55
Medidas: Ancho: 1 cm, Alto:  cm, Grosor:  cm, Diametro:  cm
Categoría: ALMIR / VILLCA",1EdmzSx-_8_MLHEhYUkO-CEJ6ibiHl8gq,1P3cjo88AJ9GpoIEA-mX5v8Dn_vZ6FclU,asd,,"{""Novaled #818"": {""General"": 5}, ""Novaled"": {""General"": 5}, ""isCatalog"": false}",ALMIR,VILLCA,Unidad,,ART_1781559256_d2c1530d.jpg,
621,Tubos LED de 120 cm de largo (caja de 30 piezas) 220V,750.0,0.0,,1EDqNW7SLTtKuihb7iwETJhl1SX9b4ffz,,,,"{""isCatalog"": false}",,,Unidad,,,
622,Estabilizador de corriente,280.0,0.0,,1eDXETBWS-aQgMFfYKsnZEoNxJQjNtXPN,,,,"{""isCatalog"": false}",,,Unidad,,,
623,Cortapico FORZA,70.0,0.0,,1EEeKMSnJJwEQJguwhe96J4jhnY3P2qQ6,,,,"{""isCatalog"": false}",,,Unidad,,,
624,Caja PVC sobrepuesta universal,15.0,0.0,,1Egt3PJmAn5TnrobGUmqA1_Zl1aX6T-SZ,,,,"{""isCatalog"": false}",,,Unidad,,,
625,LAMPARA TIPO SPOT ORIENTABLE COMPLETO DE 20W COLOR BLANCO,140.0,0.0,,1egUiSJIXrLMp8RMq90NqP99DcuxZJXfP,,,,"{""isCatalog"": false}",,,Unidad,,,
626,Panel LED 60x60 cm para empotrar luz blanca BRASILUM,270.0,0.0,,1eIyfefv63EUH-JAj4CtdD15W_J22k7Ne,,,,"{""isCatalog"": false}",,,Unidad,,,
627,TIMBRE INALAMBRICO SIMPLE,0.0,0.0,,1EJ66WuZ7DaMAAxiGKbyePRFzPpA2N6HS,,,,"{""isCatalog"": false}",,,Unidad,,,
628,Interruptor simple 10Amp Mr Tree,25.0,0.0,,1EjuzxIHYonRasCF232LR3mLauNyHmThC,,,,"{""isCatalog"": false}",,,Unidad,,,
629,"Tornillo de encarne 1"" (400pzas)",90.0,0.0,,1EKJ__YRrXn0A9VhknGLvDxQ2AGZei2mG,,,,"{""isCatalog"": false}",,,Unidad,,,
630,Reflector LED semi industrial de 400W con ojos,650.0,0.0,,1eM7Q0F0v3nn3_yeF0Xff7mkgcZsu4Yal,,,,"{""isCatalog"": false}",,,Unidad,,,
